review_id,product_id,date,rating,sentiment,platform,comment,sentiment_original,is_template,comment_category,brand,type,base_price,launch_date,product_age_days,review_year,review_month,review_day_of_week,price_tier,platform_avg_rating,total_marketing_spend,avg_engagement_rate,num_campaigns,channel_diversity,primary_channel,avg_rating,positive_ratio
R101319,PC012,2024-08-03,4.2,Positive,Instagram,"Harga sesuai, kualitas oke.",Positive,True,value_neutral,Vaseline,Lotion,30000,2021-08-05,1094,2024,8,5,medium,2.959691358024691,903018958.0,0.086,1.0,1.0,Instagram,2.963,0.224
R101320,PC011,2024-10-17,4.3,Positive,Official Store,Kemasan baru lebih ramah lingkungan.,Positive,True,eco_friendly,Ponds,Facial Foam,35000,2022-04-10,921,2024,10,3,medium,3.027048192771084,1605983573.0,0.327,2.0,2.0,Instagram,2.991,0.229
R101321,PC004,2025-09-01,3.5,Neutral,Tokopedia,Kemasan baru lebih ramah lingkungan.,Neutral,True,eco_friendly,Lifebuoy,Handwash,25000,2021-05-01,1584,2025,9,0,low,2.9518496058217103,2191606037.0,0.24366666666666667,3.0,3.0,TV,2.994,0.257
R101322,PC008,2025-02-02,2.6,Neutral,Shopee,"Harumnya tahan lama, suka banget!",Negative,True,scent_positive,Rexona,Deodorant,28000,2023-02-14,719,2025,2,6,medium,3.015873015873016,0.0,,0.0,0.0,,2.928,0.252
R101325,PC009,2021-04-27,1.5,Negative,Tokopedia,"Packaging bocor saat diterima, kurang aman.",Negative,True,packaging_issue,Clear,Shampoo,34000,2020-09-20,219,2021,4,1,medium,2.9518496058217103,0.0,,0.0,0.0,,3.111,0.3
R101326,PC001,2024-07-04,2.9,Neutral,Instagram,"Harga sesuai, kualitas oke.",Negative,True,value_neutral,Sunsilk,Shampoo,32000,2020-02-15,1601,2024,7,3,medium,2.959691358024691,717751350.0,0.422,1.0,1.0,Instagram,3.018,0.267
R101327,PC004,2023-03-14,2.6,Neutral,Tokopedia,"Mudah dibeli saat promo, value for money.",Negative,True,value_positive,Lifebuoy,Handwash,25000,2021-05-01,682,2023,3,1,low,2.9518496058217103,2191606037.0,0.24366666666666667,3.0,3.0,TV,2.994,0.257
R101328,PC012,2022-11-11,4.6,Positive,Official Store,"Harumnya tahan lama, suka banget!",Positive,True,scent_positive,Vaseline,Lotion,30000,2021-08-05,463,2022,11,4,medium,3.027048192771084,903018958.0,0.086,1.0,1.0,Instagram,2.963,0.224
R101331,PC009,2022-02-26,2.3,Negative,Shopee,"Mudah dibeli saat promo, value for money.",Negative,True,value_positive,Clear,Shampoo,34000,2020-09-20,524,2022,2,5,medium,3.015873015873016,0.0,,0.0,0.0,,3.111,0.3
R101332,PC012,2024-06-11,4.4,Positive,Tokopedia,"Harga sesuai, kualitas oke.",Positive,True,value_neutral,Vaseline,Lotion,30000,2021-08-05,1041,2024,6,1,medium,2.9518496058217103,903018958.0,0.086,1.0,1.0,Instagram,2.963,0.224
R101333,PC007,2024-05-27,4.1,Positive,Official Store,"Mudah dibeli saat promo, value for money.",Positive,True,value_positive,Rexona,Deodorant,40000,2022-06-02,725,2024,5,0,high,3.027048192771084,0.0,,0.0,0.0,,2.928,0.242
R101334,PC003,2022-01-21,3.6,Neutral,Tokopedia,Wangi terlalu kuat untuk saya.,Neutral,True,scent_complaint,Lifebuoy,Body Wash,28000,2020-03-20,672,2022,1,4,medium,2.9518496058217103,340924224.0,0.091,1.0,1.0,Billboard,2.961,0.24
R101337,PC003,2022-01-18,4.5,Positive,Instagram,Wangi terlalu kuat untuk saya.,Positive,True,scent_complaint,Lifebuoy,Body Wash,28000,2020-03-20,669,2022,1,1,medium,2.959691358024691,340924224.0,0.091,1.0,1.0,Billboard,2.961,0.24
R101338,PC007,2025-02-07,1.7,Negative,Official Store,"Harga sesuai, kualitas oke.",Negative,True,value_neutral,Rexona,Deodorant,40000,2022-06-02,981,2025,2,4,high,3.027048192771084,0.0,,0.0,0.0,,2.928,0.242
R101339,PC010,2024-06-15,4.2,Positive,Shopee,"Packaging bocor saat diterima, kurang aman.",Positive,True,packaging_issue,Love Beauty & Planet,Shampoo,42000,2023-03-18,455,2024,6,5,high,3.015873015873016,1049223410.0,0.219,1.0,1.0,Instagram,2.883,0.219
R101340,PC003,2021-03-08,1.8,Negative,Shopee,Memberikan hasil sesuai klaim after 2 weeks.,Negative,True,effectiveness,Lifebuoy,Body Wash,28000,2020-03-20,353,2021,3,0,medium,3.015873015873016,340924224.0,0.091,1.0,1.0,Billboard,2.961,0.24
R101341,PC005,2025-01-14,3.8,Neutral,Tokopedia,Memberikan hasil sesuai klaim after 2 weeks.,Neutral,True,effectiveness,Dove,Lotion,35000,2021-11-12,1159,2025,1,1,medium,2.9518496058217103,0.0,,0.0,0.0,,2.971,0.263
R101344,PC010,2024-05-16,1.5,Negative,Tokopedia,"Packaging bocor saat diterima, kurang aman.",Negative,True,packaging_issue,Love Beauty & Planet,Shampoo,42000,2023-03-18,425,2024,5,3,high,2.9518496058217103,1049223410.0,0.219,1.0,1.0,Instagram,2.883,0.219
R101345,PC003,2022-11-27,1.2,Negative,Tokopedia,Wangi terlalu kuat untuk saya.,Negative,True,scent_complaint,Lifebuoy,Body Wash,28000,2020-03-20,982,2022,11,6,medium,2.9518496058217103,340924224.0,0.091,1.0,1.0,Billboard,2.961,0.24
R101346,PC002,2022-04-15,3.5,Neutral,Official Store,"Kurang cocok di kulit saya, agak kering.",Neutral,True,skin_reaction,Sunsilk,Conditioner,33000,2020-06-10,674,2022,4,4,medium,3.027048192771084,2323185153.0,0.322,2.0,2.0,YouTube,2.927,0.253
R101349,PC015,2021-07-01,2.6,Neutral,Tokopedia,"Harga sesuai, kualitas oke.",Negative,True,value_neutral,Lifebuoy,Sanitizer,18000,2020-12-01,212,2021,7,3,low,2.9518496058217103,1440970483.0,0.573,2.0,2.0,Influencer,3.017,0.269
R101350,PC012,2023-02-16,1.8,Negative,Official Store,Memberikan hasil sesuai klaim after 2 weeks.,Negative,True,effectiveness,Vaseline,Lotion,30000,2021-08-05,560,2023,2,3,medium,3.027048192771084,903018958.0,0.086,1.0,1.0,Instagram,2.963,0.224
R101351,PC008,2024-08-30,2.5,Negative,Shopee,"Mudah dibeli saat promo, value for money.",Negative,True,value_positive,Rexona,Deodorant,28000,2023-02-14,563,2024,8,4,medium,3.015873015873016,0.0,,0.0,0.0,,2.928,0.252
R101352,PC006,2024-07-07,4.2,Positive,Official Store,"Kurang cocok di kulit saya, agak kering.",Positive,True,skin_reaction,Dove,Shampoo,36000,2022-01-25,894,2024,7,6,high,3.027048192771084,0.0,,0.0,0.0,,3.005,0.265
R101353,PC014,2025-08-14,4.7,Positive,Instagram,"Harumnya tahan lama, suka banget!",Positive,True,scent_positive,Dove,Body Wash,38000,2024-06-01,439,2025,8,3,high,2.959691358024691,0.0,,0.0,0.0,,3.135,0.251
R101354,PC001,2024-05-13,4.3,Positive,Shopee,Kemasan baru lebih ramah lingkungan.,Positive,True,eco_friendly,Sunsilk,Shampoo,32000,2020-02-15,1549,2024,5,0,medium,3.015873015873016,717751350.0,0.422,1.0,1.0,Instagram,3.018,0.267
R101356,PC001,2023-10-03,1.3,Negative,Instagram,"Kurang cocok di kulit saya, agak kering.",Negative,True,skin_reaction,Sunsilk,Shampoo,32000,2020-02-15,1326,2023,10,1,medium,2.959691358024691,717751350.0,0.422,1.0,1.0,Instagram,3.018,0.267
R101361,PC010,2023-06-22,1.5,Negative,Tokopedia,"Harumnya tahan lama, suka banget!",Negative,True,scent_positive,Love Beauty & Planet,Shampoo,42000,2023-03-18,96,2023,6,3,high,2.9518496058217103,1049223410.0,0.219,1.0,1.0,Instagram,2.883,0.219
R101362,PC004,2022-07-23,2.5,Negative,Instagram,Memberikan hasil sesuai klaim after 2 weeks.,Negative,True,effectiveness,Lifebuoy,Handwash,25000,2021-05-01,448,2022,7,5,low,2.959691358024691,2191606037.0,0.24366666666666667,3.0,3.0,TV,2.994,0.257
R101363,PC007,2022-08-21,4.4,Positive,Tokopedia,"Packaging bocor saat diterima, kurang aman.",Positive,True,packaging_issue,Rexona,Deodorant,40000,2022-06-02,80,2022,8,6,high,2.9518496058217103,0.0,,0.0,0.0,,2.928,0.242
R101364,PC001,2022-05-15,3.5,Neutral,Instagram,"Kurang cocok di kulit saya, agak kering.",Neutral,True,skin_reaction,Sunsilk,Shampoo,32000,2020-02-15,820,2022,5,6,medium,2.959691358024691,717751350.0,0.422,1.0,1.0,Instagram,3.018,0.267
R101366,PC013,2025-04-30,1.9,Negative,Instagram,Kemasan baru lebih ramah lingkungan.,Negative,True,eco_friendly,Sunsilk,Shampoo,32000,2024-01-15,471,2025,4,2,medium,2.959691358024691,0.0,,0.0,0.0,,3.03,0.258
R101367,PC001,2025-10-26,4.9,Positive,Official Store,"Harumnya tahan lama, suka banget!",Positive,True,scent_positive,Sunsilk,Shampoo,32000,2020-02-15,2080,2025,10,6,medium,3.027048192771084,717751350.0,0.422,1.0,1.0,Instagram,3.018,0.267
R101368,PC015,2021-09-18,3.1,Neutral,Tokopedia,"Harga sesuai, kualitas oke.",Neutral,True,value_neutral,Lifebuoy,Sanitizer,18000,2020-12-01,291,2021,9,5,low,2.9518496058217103,1440970483.0,0.573,2.0,2.0,Influencer,3.017,0.269
R101369,PC002,2022-09-29,2.9,Neutral,Instagram,"Harga sesuai, kualitas oke.",Negative,True,value_neutral,Sunsilk,Conditioner,33000,2020-06-10,841,2022,9,3,medium,2.959691358024691,2323185153.0,0.322,2.0,2.0,YouTube,2.927,0.253
R101371,PC009,2022-12-04,4.7,Positive,Shopee,"Kurang cocok di kulit saya, agak kering.",Positive,True,skin_reaction,Clear,Shampoo,34000,2020-09-20,805,2022,12,6,medium,3.015873015873016,0.0,,0.0,0.0,,3.111,0.3
R101373,PC008,2023-05-15,3.1,Neutral,Official Store,"Kurang cocok di kulit saya, agak kering.",Neutral,True,skin_reaction,Rexona,Deodorant,28000,2023-02-14,90,2023,5,0,medium,3.027048192771084,0.0,,0.0,0.0,,2.928,0.252
R101374,PC011,2024-06-23,3.1,Neutral,Shopee,"Mudah dibeli saat promo, value for money.",Neutral,True,value_positive,Ponds,Facial Foam,35000,2022-04-10,805,2024,6,6,medium,3.015873015873016,1605983573.0,0.327,2.0,2.0,Instagram,2.991,0.229
R101377,PC009,2022-06-13,4.5,Positive,Shopee,"Harga sesuai, kualitas oke.",Positive,True,value_neutral,Clear,Shampoo,34000,2020-09-20,631,2022,6,0,medium,3.015873015873016,0.0,,0.0,0.0,,3.111,0.3
R101378,PC010,2024-05-01,2.1,Negative,Tokopedia,"Kurang cocok di kulit saya, agak kering.",Negative,True,skin_reaction,Love Beauty & Planet,Shampoo,42000,2023-03-18,410,2024,5,2,high,2.9518496058217103,1049223410.0,0.219,1.0,1.0,Instagram,2.883,0.219
R101379,PC015,2021-03-19,4.6,Positive,Official Store,Kemasan baru lebih ramah lingkungan.,Positive,True,eco_friendly,Lifebuoy,Sanitizer,18000,2020-12-01,108,2021,3,4,low,3.027048192771084,1440970483.0,0.573,2.0,2.0,Influencer,3.017,0.269
R101380,PC003,2021-10-24,1.7,Negative,Shopee,"Mudah dibeli saat promo, value for money.",Negative,True,value_positive,Lifebuoy,Body Wash,28000,2020-03-20,583,2021,10,6,medium,3.015873015873016,340924224.0,0.091,1.0,1.0,Billboard,2.961,0.24
R101381,PC001,2021-04-04,3.8,Neutral,Shopee,Wangi terlalu kuat untuk saya.,Neutral,True,scent_complaint,Sunsilk,Shampoo,32000,2020-02-15,414,2021,4,6,medium,3.015873015873016,717751350.0,0.422,1.0,1.0,Instagram,3.018,0.267
R101383,PC011,2025-02-06,1.8,Negative,Instagram,Memberikan hasil sesuai klaim after 2 weeks.,Negative,True,effectiveness,Ponds,Facial Foam,35000,2022-04-10,1033,2025,2,3,medium,2.959691358024691,1605983573.0,0.327,2.0,2.0,Instagram,2.991,0.229
R101384,PC014,2024-08-18,2.7,Neutral,Official Store,"Packaging bocor saat diterima, kurang aman.",Negative,True,packaging_issue,Dove,Body Wash,38000,2024-06-01,78,2024,8,6,high,3.027048192771084,0.0,,0.0,0.0,,3.135,0.251
R101385,PC005,2021-11-30,1.0,Negative,Tokopedia,Wangi terlalu kuat untuk saya.,Negative,True,scent_complaint,Dove,Lotion,35000,2021-11-12,18,2021,11,1,medium,2.9518496058217103,0.0,,0.0,0.0,,2.971,0.263
R101386,PC001,2020-07-09,3.2,Neutral,Tokopedia,Kemasan baru lebih ramah lingkungan.,Neutral,True,eco_friendly,Sunsilk,Shampoo,32000,2020-02-15,145,2020,7,3,medium,2.9518496058217103,717751350.0,0.422,1.0,1.0,Instagram,3.018,0.267
R101387,PC006,2023-09-28,1.5,Negative,Tokopedia,"Mudah dibeli saat promo, value for money.",Negative,True,value_positive,Dove,Shampoo,36000,2022-01-25,611,2023,9,3,high,2.9518496058217103,0.0,,0.0,0.0,,3.005,0.265
R101388,PC002,2024-07-11,4.8,Positive,Official Store,"Kurang cocok di kulit saya, agak kering.",Positive,True,skin_reaction,Sunsilk,Conditioner,33000,2020-06-10,1492,2024,7,3,medium,3.027048192771084,2323185153.0,0.322,2.0,2.0,YouTube,2.927,0.253
R101390,PC007,2024-03-21,4.1,Positive,Official Store,"Harga sesuai, kualitas oke.",Positive,True,value_neutral,Rexona,Deodorant,40000,2022-06-02,658,2024,3,3,high,3.027048192771084,0.0,,0.0,0.0,,2.928,0.242
R101393,PC004,2025-07-13,1.2,Negative,Official Store,"Harumnya tahan lama, suka banget!",Negative,True,scent_positive,Lifebuoy,Handwash,25000,2021-05-01,1534,2025,7,6,low,3.027048192771084,2191606037.0,0.24366666666666667,3.0,3.0,TV,2.994,0.257
R101395,PC013,2025-02-14,4.0,Positive,Tokopedia,"Packaging bocor saat diterima, kurang aman.",Positive,True,packaging_issue,Sunsilk,Shampoo,32000,2024-01-15,396,2025,2,4,medium,2.9518496058217103,0.0,,0.0,0.0,,3.03,0.258
R101396,PC009,2021-12-18,4.0,Positive,Official Store,Wangi terlalu kuat untuk saya.,Positive,True,scent_complaint,Clear,Shampoo,34000,2020-09-20,454,2021,12,5,medium,3.027048192771084,0.0,,0.0,0.0,,3.111,0.3
R101397,PC009,2020-10-20,2.0,Negative,Official Store,"Kurang cocok di kulit saya, agak kering.",Negative,True,skin_reaction,Clear,Shampoo,34000,2020-09-20,30,2020,10,1,medium,3.027048192771084,0.0,,0.0,0.0,,3.111,0.3
R101400,PC014,2025-04-29,1.6,Negative,Shopee,"Mudah dibeli saat promo, value for money.",Negative,True,value_positive,Dove,Body Wash,38000,2024-06-01,332,2025,4,1,high,3.015873015873016,0.0,,0.0,0.0,,3.135,0.251
R101401,PC006,2024-10-16,1.3,Negative,Instagram,"Harumnya tahan lama, suka banget!",Negative,True,scent_positive,Dove,Shampoo,36000,2022-01-25,995,2024,10,2,high,2.959691358024691,0.0,,0.0,0.0,,3.005,0.265
R101402,PC004,2023-01-15,1.0,Negative,Official Store,Memberikan hasil sesuai klaim after 2 weeks.,Negative,True,effectiveness,Lifebuoy,Handwash,25000,2021-05-01,624,2023,1,6,low,3.027048192771084,2191606037.0,0.24366666666666667,3.0,3.0,TV,2.994,0.257
R101403,PC007,2024-10-20,3.0,Neutral,Instagram,Memberikan hasil sesuai klaim after 2 weeks.,Neutral,True,effectiveness,Rexona,Deodorant,40000,2022-06-02,871,2024,10,6,high,2.959691358024691,0.0,,0.0,0.0,,2.928,0.242
R101404,PC003,2023-02-05,4.4,Positive,Shopee,Kemasan baru lebih ramah lingkungan.,Positive,True,eco_friendly,Lifebuoy,Body Wash,28000,2020-03-20,1052,2023,2,6,medium,3.015873015873016,340924224.0,0.091,1.0,1.0,Billboard,2.961,0.24
R101405,PC010,2023-07-04,4.2,Positive,Instagram,"Harga sesuai, kualitas oke.",Positive,True,value_neutral,Love Beauty & Planet,Shampoo,42000,2023-03-18,108,2023,7,1,high,2.959691358024691,1049223410.0,0.219,1.0,1.0,Instagram,2.883,0.219
R101406,PC004,2025-08-27,2.2,Negative,Tokopedia,Kemasan baru lebih ramah lingkungan.,Negative,True,eco_friendly,Lifebuoy,Handwash,25000,2021-05-01,1579,2025,8,2,low,2.9518496058217103,2191606037.0,0.24366666666666667,3.0,3.0,TV,2.994,0.257
R101407,PC003,2024-03-13,1.3,Negative,Shopee,"Kurang cocok di kulit saya, agak kering.",Negative,True,skin_reaction,Lifebuoy,Body Wash,28000,2020-03-20,1454,2024,3,2,medium,3.015873015873016,340924224.0,0.091,1.0,1.0,Billboard,2.961,0.24
R101408,PC007,2022-07-28,1.4,Negative,Shopee,Memberikan hasil sesuai klaim after 2 weeks.,Negative,True,effectiveness,Rexona,Deodorant,40000,2022-06-02,56,2022,7,3,high,3.015873015873016,0.0,,0.0,0.0,,2.928,0.242
R101409,PC004,2025-04-15,1.8,Negative,Instagram,"Mudah dibeli saat promo, value for money.",Negative,True,value_positive,Lifebuoy,Handwash,25000,2021-05-01,1445,2025,4,1,low,2.959691358024691,2191606037.0,0.24366666666666667,3.0,3.0,TV,2.994,0.257
R101413,PC004,2024-09-12,2.9,Neutral,Instagram,"Harumnya tahan lama, suka banget!",Negative,True,scent_positive,Lifebuoy,Handwash,25000,2021-05-01,1230,2024,9,3,low,2.959691358024691,2191606037.0,0.24366666666666667,3.0,3.0,TV,2.994,0.257
R101416,PC005,2022-09-17,2.0,Negative,Instagram,Kemasan baru lebih ramah lingkungan.,Negative,True,eco_friendly,Dove,Lotion,35000,2021-11-12,309,2022,9,5,medium,2.959691358024691,0.0,,0.0,0.0,,2.971,0.263
R101417,PC003,2023-02-21,1.5,Negative,Shopee,"Packaging bocor saat diterima, kurang aman.",Negative,True,packaging_issue,Lifebuoy,Body Wash,28000,2020-03-20,1068,2023,2,1,medium,3.015873015873016,340924224.0,0.091,1.0,1.0,Billboard,2.961,0.24
R101421,PC001,2020-09-03,3.4,Neutral,Tokopedia,Wangi terlalu kuat untuk saya.,Neutral,True,scent_complaint,Sunsilk,Shampoo,32000,2020-02-15,201,2020,9,3,medium,2.9518496058217103,717751350.0,0.422,1.0,1.0,Instagram,3.018,0.267
R101422,PC011,2023-03-24,2.9,Neutral,Tokopedia,"Packaging bocor saat diterima, kurang aman.",Negative,True,packaging_issue,Ponds,Facial Foam,35000,2022-04-10,348,2023,3,4,medium,2.9518496058217103,1605983573.0,0.327,2.0,2.0,Instagram,2.991,0.229
R101423,PC006,2025-06-22,4.1,Positive,Instagram,Wangi terlalu kuat untuk saya.,Positive,True,scent_complaint,Dove,Shampoo,36000,2022-01-25,1244,2025,6,6,high,2.959691358024691,0.0,,0.0,0.0,,3.005,0.265
R101424,PC012,2025-08-01,4.8,Positive,Instagram,Kemasan baru lebih ramah lingkungan.,Positive,True,eco_friendly,Vaseline,Lotion,30000,2021-08-05,1457,2025,8,4,medium,2.959691358024691,903018958.0,0.086,1.0,1.0,Instagram,2.963,0.224
R101425,PC004,2023-04-19,4.6,Positive,Shopee,Memberikan hasil sesuai klaim after 2 weeks.,Positive,True,effectiveness,Lifebuoy,Handwash,25000,2021-05-01,718,2023,4,2,low,3.015873015873016,2191606037.0,0.24366666666666667,3.0,3.0,TV,2.994,0.257
R101426,PC005,2023-06-29,2.1,Negative,Shopee,"Harga sesuai, kualitas oke.",Negative,True,value_neutral,Dove,Lotion,35000,2021-11-12,594,2023,6,3,medium,3.015873015873016,0.0,,0.0,0.0,,2.971,0.263
R101428,PC009,2022-09-11,3.9,Neutral,Shopee,"Mudah dibeli saat promo, value for money.",Neutral,True,value_positive,Clear,Shampoo,34000,2020-09-20,721,2022,9,6,medium,3.015873015873016,0.0,,0.0,0.0,,3.111,0.3
R101430,PC005,2022-11-04,3.9,Neutral,Tokopedia,"Harga sesuai, kualitas oke.",Neutral,True,value_neutral,Dove,Lotion,35000,2021-11-12,357,2022,11,4,medium,2.9518496058217103,0.0,,0.0,0.0,,2.971,0.263
R101431,PC005,2023-06-09,4.6,Positive,Shopee,Wangi terlalu kuat untuk saya.,Positive,True,scent_complaint,Dove,Lotion,35000,2021-11-12,574,2023,6,4,medium,3.015873015873016,0.0,,0.0,0.0,,2.971,0.263
R101432,PC002,2025-08-24,3.7,Neutral,Tokopedia,"Packaging bocor saat diterima, kurang aman.",Neutral,True,packaging_issue,Sunsilk,Conditioner,33000,2020-06-10,1901,2025,8,6,medium,2.9518496058217103,2323185153.0,0.322,2.0,2.0,YouTube,2.927,0.253
R101433,PC010,2025-10-14,3.2,Neutral,Shopee,"Harga sesuai, kualitas oke.",Neutral,True,value_neutral,Love Beauty & Planet,Shampoo,42000,2023-03-18,941,2025,10,1,high,3.015873015873016,1049223410.0,0.219,1.0,1.0,Instagram,2.883,0.219
R101434,PC015,2023-03-21,3.8,Neutral,Instagram,"Harumnya tahan lama, suka banget!",Neutral,True,scent_positive,Lifebuoy,Sanitizer,18000,2020-12-01,840,2023,3,1,low,2.959691358024691,1440970483.0,0.573,2.0,2.0,Influencer,3.017,0.269
R101436,PC001,2025-04-25,1.4,Negative,Official Store,"Mudah dibeli saat promo, value for money.",Negative,True,value_positive,Sunsilk,Shampoo,32000,2020-02-15,1896,2025,4,4,medium,3.027048192771084,717751350.0,0.422,1.0,1.0,Instagram,3.018,0.267
R101437,PC009,2025-02-20,3.0,Neutral,Official Store,Wangi terlalu kuat untuk saya.,Neutral,True,scent_complaint,Clear,Shampoo,34000,2020-09-20,1614,2025,2,3,medium,3.027048192771084,0.0,,0.0,0.0,,3.111,0.3
R101438,PC009,2021-08-20,1.4,Negative,Shopee,"Kurang cocok di kulit saya, agak kering.",Negative,True,skin_reaction,Clear,Shampoo,34000,2020-09-20,334,2021,8,4,medium,3.015873015873016,0.0,,0.0,0.0,,3.111,0.3
R101440,PC008,2024-12-02,1.1,Negative,Shopee,"Packaging bocor saat diterima, kurang aman.",Negative,True,packaging_issue,Rexona,Deodorant,28000,2023-02-14,657,2024,12,0,medium,3.015873015873016,0.0,,0.0,0.0,,2.928,0.252
R101442,PC003,2023-06-22,2.4,Negative,Official Store,Kemasan baru lebih ramah lingkungan.,Negative,True,eco_friendly,Lifebuoy,Body Wash,28000,2020-03-20,1189,2023,6,3,medium,3.027048192771084,340924224.0,0.091,1.0,1.0,Billboard,2.961,0.24
R101443,PC001,2021-02-16,4.0,Positive,Tokopedia,"Packaging bocor saat diterima, kurang aman.",Positive,True,packaging_issue,Sunsilk,Shampoo,32000,2020-02-15,367,2021,2,1,medium,2.9518496058217103,717751350.0,0.422,1.0,1.0,Instagram,3.018,0.267
R101445,PC002,2025-02-01,1.3,Negative,Official Store,"Kurang cocok di kulit saya, agak kering.",Negative,True,skin_reaction,Sunsilk,Conditioner,33000,2020-06-10,1697,2025,2,5,medium,3.027048192771084,2323185153.0,0.322,2.0,2.0,YouTube,2.927,0.253
R101447,PC006,2025-07-29,3.6,Neutral,Official Store,"Kurang cocok di kulit saya, agak kering.",Neutral,True,skin_reaction,Dove,Shampoo,36000,2022-01-25,1281,2025,7,1,high,3.027048192771084,0.0,,0.0,0.0,,3.005,0.265
R101448,PC012,2022-10-04,2.6,Neutral,Instagram,"Harumnya tahan lama, suka banget!",Negative,True,scent_positive,Vaseline,Lotion,30000,2021-08-05,425,2022,10,1,medium,2.959691358024691,903018958.0,0.086,1.0,1.0,Instagram,2.963,0.224
R101451,PC009,2025-05-09,1.6,Negative,Tokopedia,"Mudah dibeli saat promo, value for money.",Negative,True,value_positive,Clear,Shampoo,34000,2020-09-20,1692,2025,5,4,medium,2.9518496058217103,0.0,,0.0,0.0,,3.111,0.3
R101452,PC015,2021-08-24,3.9,Neutral,Tokopedia,"Packaging bocor saat diterima, kurang aman.",Neutral,True,packaging_issue,Lifebuoy,Sanitizer,18000,2020-12-01,266,2021,8,1,low,2.9518496058217103,1440970483.0,0.573,2.0,2.0,Influencer,3.017,0.269
R101453,PC004,2024-12-12,1.6,Negative,Instagram,"Harumnya tahan lama, suka banget!",Negative,True,scent_positive,Lifebuoy,Handwash,25000,2021-05-01,1321,2024,12,3,low,2.959691358024691,2191606037.0,0.24366666666666667,3.0,3.0,TV,2.994,0.257
R101454,PC015,2022-12-16,2.3,Negative,Tokopedia,"Kurang cocok di kulit saya, agak kering.",Negative,True,skin_reaction,Lifebuoy,Sanitizer,18000,2020-12-01,745,2022,12,4,low,2.9518496058217103,1440970483.0,0.573,2.0,2.0,Influencer,3.017,0.269
R101455,PC006,2024-08-07,3.1,Neutral,Tokopedia,"Kurang cocok di kulit saya, agak kering.",Neutral,True,skin_reaction,Dove,Shampoo,36000,2022-01-25,925,2024,8,2,high,2.9518496058217103,0.0,,0.0,0.0,,3.005,0.265
R101456,PC015,2023-06-22,4.9,Positive,Official Store,"Packaging bocor saat diterima, kurang aman.",Positive,True,packaging_issue,Lifebuoy,Sanitizer,18000,2020-12-01,933,2023,6,3,low,3.027048192771084,1440970483.0,0.573,2.0,2.0,Influencer,3.017,0.269
R101458,PC007,2024-01-29,1.3,Negative,Tokopedia,Wangi terlalu kuat untuk saya.,Negative,True,scent_complaint,Rexona,Deodorant,40000,2022-06-02,606,2024,1,0,high,2.9518496058217103,0.0,,0.0,0.0,,2.928,0.242
R101460,PC006,2025-01-30,2.8,Neutral,Instagram,"Harga sesuai, kualitas oke.",Negative,True,value_neutral,Dove,Shampoo,36000,2022-01-25,1101,2025,1,3,high,2.959691358024691,0.0,,0.0,0.0,,3.005,0.265
R101461,PC006,2024-01-29,1.5,Negative,Shopee,Kemasan baru lebih ramah lingkungan.,Negative,True,eco_friendly,Dove,Shampoo,36000,2022-01-25,734,2024,1,0,high,3.015873015873016,0.0,,0.0,0.0,,3.005,0.265
R101464,PC003,2022-06-23,3.8,Neutral,Instagram,Wangi terlalu kuat untuk saya.,Neutral,True,scent_complaint,Lifebuoy,Body Wash,28000,2020-03-20,825,2022,6,3,medium,2.959691358024691,340924224.0,0.091,1.0,1.0,Billboard,2.961,0.24
R101465,PC003,2020-11-02,4.5,Positive,Official Store,"Harga sesuai, kualitas oke.",Positive,True,value_neutral,Lifebuoy,Body Wash,28000,2020-03-20,227,2020,11,0,medium,3.027048192771084,340924224.0,0.091,1.0,1.0,Billboard,2.961,0.24
R101466,PC003,2024-10-26,2.0,Negative,Official Store,Memberikan hasil sesuai klaim after 2 weeks.,Negative,True,effectiveness,Lifebuoy,Body Wash,28000,2020-03-20,1681,2024,10,5,medium,3.027048192771084,340924224.0,0.091,1.0,1.0,Billboard,2.961,0.24
R101467,PC006,2022-02-28,2.1,Negative,Shopee,Memberikan hasil sesuai klaim after 2 weeks.,Negative,True,effectiveness,Dove,Shampoo,36000,2022-01-25,34,2022,2,0,high,3.015873015873016,0.0,,0.0,0.0,,3.005,0.265
R101468,PC013,2025-03-03,4.4,Positive,Instagram,"Mudah dibeli saat promo, value for money.",Positive,True,value_positive,Sunsilk,Shampoo,32000,2024-01-15,413,2025,3,0,medium,2.959691358024691,0.0,,0.0,0.0,,3.03,0.258
R101469,PC001,2021-02-06,1.9,Negative,Shopee,"Harumnya tahan lama, suka banget!",Negative,True,scent_positive,Sunsilk,Shampoo,32000,2020-02-15,357,2021,2,5,medium,3.015873015873016,717751350.0,0.422,1.0,1.0,Instagram,3.018,0.267
R101471,PC011,2025-03-20,2.8,Neutral,Instagram,"Packaging bocor saat diterima, kurang aman.",Negative,True,packaging_issue,Ponds,Facial Foam,35000,2022-04-10,1075,2025,3,3,medium,2.959691358024691,1605983573.0,0.327,2.0,2.0,Instagram,2.991,0.229
R101472,PC003,2021-10-08,2.8,Neutral,Official Store,Wangi terlalu kuat untuk saya.,Negative,True,scent_complaint,Lifebuoy,Body Wash,28000,2020-03-20,567,2021,10,4,medium,3.027048192771084,340924224.0,0.091,1.0,1.0,Billboard,2.961,0.24
